grupodeatributos,codsap,desnombrefantasiacatalogo,desnombreelementocatalogo,desnombrearticulocatalogo,descapacidadcatalogo,destallamedidacatalogo,desbeneficiosslogancatalogo,desfamiliaolfativacatalogo,desnombrelineacatalogo,deshistoriaolfativatextoaprobado,desbeneficiosecundario001,desdisclaimersecundario001,desbeneficiosecundario002,desdisclaimersecundario002,desbeneficiosecundario003,desdisclaimersecundario003,desbeneficiosecundario004,desdisclaimersecundario004,desbeneficiosecundario005,desdisclaimersecundario005,desmaterialmedidacatalogo,desbeneficiosecundario006,desbeneficiosecundario007,desbeneficiosecundario008,desbeneficiosecundario009,desbeneficiosecundario010,desdisclaimersecundario006,desaromacatalogo,concentracionfraganciacatalogo
Comunicaciones,200081757,Labial Multi-Brillo,Labial barra dual para triple brillo FPS 15,pimienta caliente,"3.8 g / ,13 oz.",,MAQUILLAJE,,Ésika Pro,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200081758,Labial Multi-Brillo,Labial barra dual para triple brillo FPS 15,fresa,"3.8 g / ,13 oz.",,MAQUILLAJE,,Ésika Pro,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200081761,Labial Multi-Brillo,Labial barra dual para triple brillo FPS 15,diamante rosa,"3.8 g / ,13 oz.",,MAQUILLAJE,,Ésika Pro,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200081762,Labial Multi-Brillo,Labial barra dual para triple brillo FPS 15,rosa,"3.8 g / ,13 oz.",,MAQUILLAJE,,Ésika Pro,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200081763,Labial Multi-Brillo,Labial barra dual para triple brillo FPS 15,rubí,"3.8 g / ,13 oz.",,MAQUILLAJE,,Ésika Pro,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200081764,Labial Multi-Brillo,Labial barra dual para triple brillo FPS 15,champagne,"3.8 g / ,13 oz.",,MAQUILLAJE,,Ésika Pro,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200081765,Labial Multi-Brillo,Labial barra dual para triple brillo FPS 15,fucsia,"3.8 g / ,13 oz.",,MAQUILLAJE,,Ésika Pro,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200081766,Labial Multi-Brillo,Labial barra dual para triple brillo FPS 15,cobre,"3.8 g / ,13 oz.",,MAQUILLAJE,,Ésika Pro,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200081767,Labial Multi-Brillo,Labial barra dual para triple brillo FPS 15,cereza,"3.8 g / ,13 oz.",,MAQUILLAJE,,Ésika Pro,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082544,Labial Duradero Advance,Labial de larga duración y confort FPS 20,marrón havana,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082545,Labial Duradero Advance,Labial de larga duración y confort FPS 20,rojo fiesta,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082547,Labial Duradero Advance,Labial de larga duración y confort FPS 20,marrón bambú,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082548,Labial Duradero Advance,Labial de larga duración y confort FPS 20,natural dune,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082549,Labial Duradero Advance,Labial de larga duración y confort FPS 20,marrón fanatic,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082551,Labial Duradero Advance,Labial de larga duración y confort FPS 20,fucsia delirio,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082552,Labial Duradero Advance,Labial de larga duración y confort FPS 20,rojo pasión,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082553,Labial Duradero Advance,Labial de larga duración y confort FPS 20,fucsia sublime,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082554,Labial Duradero Advance,Labial de larga duración y confort FPS 20,rosa fiorelle,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082555,Labial Duradero Advance,Labial de larga duración y confort FPS 20,naranja obsesión,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082557,Labial Duradero Advance,Labial de larga duración y confort FPS 20,borgoña sweet,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082559,Labial Duradero Advance,Labial de larga duración y confort FPS 20,fucsia tentación,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082560,Labial Duradero Advance,Labial de larga duración y confort FPS 20,vino deseo,"4 g / ,14 oz.",,MAQUILLAJE,,Labial de larga duración y confort FPS 20,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082700,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Safran,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082701,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Abricot,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082702,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Vin Intense,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082703,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Rouge,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082704,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Roselle,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200082705,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Rouge Vibrant,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200086266,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Cerise,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200086267,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Framboise,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200086268,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Coral,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200086269,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Vin Amant,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200086270,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Nude,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200086271,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Fucsia Vibrant,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200087990,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Berry Riché,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200087991,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Rose Desir,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200087992,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Coral Vif,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200087993,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Bordelais,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200093726,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Fucsia Mexique,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200093727,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Lilac,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200093728,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200093729,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Moccha,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200093730,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Macchiatto,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200093731,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Rubí,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200093732,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Pimienta Intense,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200093733,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Mauve Rose,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200093734,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Coral Pop,7 g e .24 oz.,.24 oz.,,,Labial Líquido Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200093735,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Rose Tenerife,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200098542,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200098543,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200098544,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200098545,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200098546,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200098547,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200098548,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200098549,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200098550,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200098551,Rouge L'Intense,Labial Líquido Color Intenso y Textura Aterciopelada,Midnight Violet,7 g e .24 oz.,.24 oz.,,,Lápiz Labial Color Intenso y Textura Aterciopelada,,,,,,,,,,,,,,,,,,,,
Comunicaciones,200084504,,Labial líquido de color intenso*,deep red,6 ml / 0.2 fl. oz.,,"labial mate, color intenso de larga duración* / no pegajoso",,studio look,,"Larga duración. Efecto mate. No pegajoso, No transfer*",El color puede lucir levemente distinto según el tono de la piel.,,Espera que seque por 10 minutos tras aplicarlo para asegurar la duración.,,Prueba de duración hasta 13 horas para toda la línea y 10 horas para sombras en laboratorios Efisein.,,,,,,,,,,,,,
Comunicaciones,200084505,,Labial líquido de color intenso*,wine,6 ml / 0.2 fl. oz.,,"labial mate, color intenso de larga duración* / no pegajoso",,studio look,,"Larga duración. Efecto mate. No pegajoso, No transfer*",El color puede lucir levemente distinto según el tono de la piel.,,Espera que seque por 10 minutos tras aplicarlo para asegurar la duración.,,Prueba de duración hasta 13 horas para toda la línea y 10 horas para sombras en laboratorios Efisein.,,,,,,,,,,,,,
Comunicaciones,200084506,,Labial líquido de color intenso*,cherry,6 ml / 0.2 fl. oz.,,"labial mate, color intenso de larga duración* / no pegajoso",,studio look,,"Larga duración. Efecto mate. No pegajoso, No transfer*",El color puede lucir levemente distinto según el tono de la piel.,,Espera que seque por 10 minutos tras aplicarlo para asegurar la duración.,,Prueba de duración hasta 13 horas para toda la línea y 10 horas para sombras en laboratorios Efisein.,,,,,,,,,,,,,
